customer_id,customer_segment,campaign_strategy
u15568,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15569,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u1557,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15571,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15572,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15573,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15574,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15576,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15577,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15578,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15579,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15581,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15582,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15584,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15585,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15587,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15589,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15592,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15593,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15594,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15596,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15597,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15598,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15599,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15601,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15602,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15603,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15604,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15605,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15606,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15607,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15608,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15609,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u1561,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15611,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15612,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15615,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15618,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15619,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u1562,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15621,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15622,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15623,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15624,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15625,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15626,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15628,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u1563,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15632,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15634,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15636,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15637,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15638,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15639,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u1564,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15641,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15643,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15644,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15645,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15646,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15648,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15649,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15651,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15652,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15653,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15654,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15655,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15656,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15657,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15658,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15659,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u1566,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15661,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15663,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15664,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15665,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15667,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15668,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15669,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u1567,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15671,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15673,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15674,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15675,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15676,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15677,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15678,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15679,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u1568,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15681,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15683,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15687,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15689,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u1569,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15691,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15692,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15694,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15695,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15696,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15699,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u157,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15701,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15703,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15704,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15705,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15706,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15707,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15708,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15709,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15712,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15713,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15714,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15716,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15717,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15719,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u1572,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15721,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15722,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15723,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15724,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15725,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15727,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15728,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15729,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u1573,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15732,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15733,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15734,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15737,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15738,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15739,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u1574,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15743,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15744,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15745,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15746,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15747,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15748,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15749,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u1575,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15752,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15753,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15754,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15755,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15756,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15757,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15758,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15759,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15762,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15763,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15764,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15766,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15768,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15769,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15773,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15774,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15775,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15776,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15777,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u1578,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15781,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15782,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15783,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15785,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15786,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15787,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15789,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u1579,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15791,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15793,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15795,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15796,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15797,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15799,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u158,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15801,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15803,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15804,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15805,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15806,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15807,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15808,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15809,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u1581,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15811,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15812,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15813,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15814,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15815,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15819,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u1582,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15821,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15822,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15823,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15825,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15826,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15827,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15829,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u1583,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15831,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15832,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15834,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15835,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15836,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15837,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15838,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15839,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u1584,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15841,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15843,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15844,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15845,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15847,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u1585,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15852,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15853,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15854,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15855,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15856,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15857,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15858,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u1586,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15861,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15862,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15863,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15864,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15865,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15866,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15867,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15869,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u1587,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15872,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15874,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15877,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u1588,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15881,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15882,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15883,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15885,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15886,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15888,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15889,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15891,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15894,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15895,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15897,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15898,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15899,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u159,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15901,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15903,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15904,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15906,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15907,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15909,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u1591,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15912,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15916,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15917,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15918,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15919,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u1592,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15921,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15922,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15923,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15925,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u1593,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15932,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u15933,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u15935,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15937,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u15938,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u15939,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u1594,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15942,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u15944,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
